2024-05-30 16:37:58,161: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-05-30 16:37:59,184: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-05-30 16:37:59,185: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-05-30 16:37:59,185: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-05-30 16:37:59,185: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-05-30 16:37:59,186: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-30 16:37:59[0m
2024-05-30 16:37:59,187: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-30 16:37:59,190: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-30 16:38:00,385: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-30 16:38:00[0m
2024-05-30 16:38:00,387: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-30 16:38:00,389: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-05-30 16:38:00,389: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-05-30 16:38:00,390: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-30 16:38:00[0m
2024-05-30 16:38:00,391: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-30 16:38:00,392: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-30 16:38:00,609: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-30 16:38:00[0m
2024-05-30 16:38:00,611: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-30 16:38:00,613: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-05-30 16:38:00,613: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-05-30 16:38:00,615: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-05-30 16:38:00,617: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-05-30 16:38:00,620: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-05-30 16:38:00,620: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-05-30 16:38:00,621: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-05-30 16:38:00,623: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-05-30 16:38:00,624: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-05-30 16:38:00,624: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-05-30 16:38:00,626: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-30 16:38:00[0m
2024-05-30 16:38:00,626: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-30 16:38:00,628: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-30 16:38:00,826: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-30 16:38:00[0m
2024-05-30 16:38:00,828: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-30 16:38:00,830: root: INFO: Current backtesting datetime 2020-01-06 16:00:00-05:00
2024-05-30 16:38:00,830: root: INFO: Current backtesting datetime 2020-01-07 09:30:00-05:00
2024-05-30 16:38:00,832: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-30 16:38:00[0m
2024-05-30 16:38:00,832: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-30 16:38:00,834: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
